"거래량(천주)","거래대금(백만)","장중최고","장중최저","52주최고","52주최저","등락/종목"
"493,984","4,639,971","2,227.94","2,207.25","2,516.57","1,984.53","상한종목수6상승종목수414보합종목수86하락종목수394하한종목수0"
